id,name
487,Iolo Enchoua
488,Trois-Fleurs
489,Howard le Simaisrien
490,Diver Birel
491,Soun Rinos
492,Touh Flowa
493,Clyde Peus
494,Rok Elreuss
495,Meow Moew
496,Sadadi Sama
497,Abrazelon Sixgriffe
498,Fallanster
501,Le Remplisseur
502,Seth Sourcet
503,Enileda
504,Leon Edehcub
505,Gasdaure
506,Wilde Pyrite
510,
515,
516,
520,Essiac d'Engrape
522,Al Etsop
524,Louse Degraine
525,Mercenaire d'Astrub
526,Mercenaire d'Astrub
527,Mercenaire d'Astrub
528,Mercenaire d'Astrub
529,Bouftou apprivoisé 
530,Bouftou apprivoisé 
531,Bouftou apprivoisé 
532,Bouftou apprivoisé 
533,Bouftou apprivoisé 
534,Uneul Nak
535,Unortel Nak
536,Unhorel Nak
537,Unkouy Nak
538,Gazpacho
540,Gazogen
541,Gazteropod
542,Gazoline
543,Ant Emicheun
544,Radlu Minite le Mineur Sombre
545,Gwenolaz Barnumuze
546,Vendeur de Ressources d'Astrub
547,Vendeur Forgeron d'Astrub
548,Vendeur Sculpteur d'Astrub
549,???
550,Vendeur Mineur d'Astrub
551,Vendeur Paysan d'Astrub
552,Vendeur Cordonnier d'Astrub
553,Vendeur Boucher d'Astrub
554,Vendeur Bûcheron d'Astrub
555,Vendeur Bijoutier d'Astrub
557,Vendeur Alchimiste d'Astrub
558,Emia Elliesol
559,Vendeur Poissonnier d'Astrub
560,Vendeur Tailleur d'Astrub
561,Vendeur Boulanger d'Astrub
562,Vendeur Pêcheur d'Astrub
563,Vendeur Chasseur d'Astrub
564,Unterix Unter
565,Waldo Pyrite
566,Walter Pyrite
567,Vendeur Forgeron de Bonta
568,Vendeur Mineur de Bonta
569,Vendeur Sculpteur de Bonta
570,Vendeur Alchimiste de Bonta
571,Vendeur Tailleur de Bonta
572,Vendeur Bijoutier de Bonta
573,Vendeur Cordonnier de Bonta
574,Vendeur de Ressources de Bonta
575,Vendeur Boulanger de Bonta
576,Vendeur Paysan de Bonta
577,Bish Fone
578,Vendeur Bûcheron de Bonta
579,Vendeur de Poisson de Bonta
580,Vendeur de Viande de Bonta
581,Vendeur Forgeron de Brâkmar
582,Vendeur Mineur de Brâkmar
583,Vendeur Sculpteur de Brâkmar
584,Vendeur Alchimiste de Brâkmar
585,Vendeur Tailleur de Brâkmar
586,Vendeur Bijoutier de Brâkmar
587,Vendeur Cordonnier de Brâkmar
588,Vendeur de Ressources de Brâkmar
589,Vendeur Boulanger de Brâkmar
590,Vendeur Paysan de Brâkmar
591,Vendeur Bûcheron de Brâkmar
592,Vendeur de Viande de Brâkmar
593,Vendeur de Poisson de Brâkmar
594,Kana Petch
595,Yul Brinner
596,Chipo Atufe
597,Ygat Chouse
598,Rose Artempeth
599,Cirle Drawde
600,Latem Sa
601,Ahenn Peuh
602,Esuellat
603,Mercenaire d'Astrub
604,Mercenaire d'Astrub
605,Disciple mercenaire
606,Gardien
608,Krowbe Jondon 
609,Guy San Nolan
611,Tong Sten
612,Sko Balt
613,Toyo Dzink
614,Blouh Béryl
615,Kernite
616,Brookite Pyrite
620,Amayiro (MAJ)
621,Garde Chopynwa
622,Narber Dapiwa le Marchand
623,Surivitna le Shaman
624,Pyrite
625,Conseiller Boyowa
626,Conseiller Legawa
627,Conseiller Rinsdwa
628,Conseiller Anshwa
629,Conseiller Nougwa
630,Assistant Shaman
631,Fleurawa la Marchande
632,Le Grandapan
633,Ronald le Sage Lenald
634,Maître d'Akwadala
635,Plumawa la Marchande
636,Maître de Feudala
637,Marchande Petite Etoile
638,Chef Pandikaze
640,Wanald le Sage Lenald
641,Maître de Terrdala
642,Maître d'Aerdala
643,Garde Aerdala
644,Pandiwan Kenobi
645,Bouwada
646,Henual
647,Poochan
648,Poochan
649,Lanma
650,Sli
651,Nakunne
652,Gèmpa Metoasa
653,Gèmpa
654,Maitre Pandasiman
655,Henual
656,Elogio
657,Leurne
658,Bawler
659,Nergal
660,Soukawa le Marchand
661,Bazarwa la Marchande
662,Pladawa
663,Binzawa le Marchand
664,Maître du Pandawushu
665,Fourbyawa le Marchand
666,Corserawa le Marchand
667,Loudmerawa le Marin
668,Capitaine Banwana
669,Bobardawa le Marchand
670,Bardawa le Marchand
671,Camelotawa le Marchand
672,Bushido Peule
673,Dark Vlad
674,Timouss
675,Garde Tono Portwa
676,Garde Toide Grocwayo
678,Vendeur Bouclier de Pandala
679,Ebru Of El
680,Elviana Tirips
681,Stayfun Bonnawa
682,Boyrun Pticou
683,Ledrob Terceséc
684,Divad Dleifrepok
688,
690,Maître Djakky Chwan
691,Dollarawan Le Banquier
692,Yenawa le Banquier
693,Tourist
694,Runago Gho
695,Runoga Gha
696,Maximus
697,Penih Tencier
698,Vendeur d'âmes de Bonta
699,Vendeur d'âmes de Brâkmar
700,Garde Uboi Porefeu
701,Bulbig
702,Tourista
703,Bwon Bargwain
704,Narber Rihen Levihawa
705,Maître Pandore
706,Mamowa
707,Zamawa
708,Tanukouï San
709,Berthawa
710,Peki Peki
711,Tavernier du Ripate
712,Bworkie
714,Vendeur Animaux de Bonta
715,Vendeur Animaux de Brâkmar
716,Vendeur de Documents de Bonta
717,Vendeur Documents de Brâkmar
718,Vendeur Runes de Bonta
719,Vendeur Runes de Brâkmar
720,Vendeur Bricoleur de Bonta
721,Vendeur Bricoleur de Brâkmar
722,Vendeur Milice de Bonta
723,Milice de Brâkmar
725,Nowa
726,Mage Ax 
727,Badufron chef mercenaire
729,Acidrik Fenlapanse
730,"Nacf Virgil, vendeur de Parchemins"
731,Test
732,Nistracolamus
733,Arpagnagrobis
734,Milicienne de Brâkmar
735,Milicienne de Bonta
736,Edgg Komb
737,Vark Agram
738,Oyster
739,Kartier Tremai
740,Haraquiri
741,Rocco Fidelio
742,Monabella
743,Verumacha
744,Guedin Loursgro
745,Squale Lerouge
746,Gemfé Labelle
747,Degui Quetiristou
748,Walak
749,
750,
751,
752,Mashino
753,Oshima
754,Gardien Koalak
755,Koulosse
756,Oshar Marif
757,Maître Koalak
758,Kakolak
759,Frivolak
760,Skeunk
761,Rubise
762,Emeraude
763,Diamantine
764,Saphira
765,Liroye Merline
766,Fidji Merline
768,Marcelle Rouste
769,Jean-Sol Patre
770,Nikos Monote
771,Klako
772,Krakotte
773,Tishima
774,Virgil
775,Bowork
776,Magnus Magus
777,Kourk Ingalsse
778,Kazy Ingalsse
779,Halda Moccione
780,Mawy Ingalsse
781,El Scarador
783,Lorkos
784,Fwoued
785,George Cash
786,Maître des clés
787,Sister Halliwell
788,Takeshi No Pain
789,Ziho
790,Vendeur de runes
791,Nopa Prespic
792,Nopa Bouftou
793,Nopa Bworker
794,Nopa Abra
795,Hector Nowel
796,Obad
797,Josette Taplane
798,Capitaine Igloute
799,Gardien du donjon des rats de Bonta
800,Gardien du donjon des rats de Brâkmar
801,Snobin Parchume
802,Dainde Porteplume
803,Valcor
804,Captain Starky
805,Piétinor le bourrin
806,Piélant
807,Maskara
808,Koka Dekolak
809,Nounou Veauté 
810,Bouftouteater
811,Metag Robill
812,Vendeur de chapeaux
813,Le maître des clefs
814,Pat Akess
815,Chris de Naire
816,Bricky Brock
817,Kal Vissi
818,Aperirel
819,Monsieur El
820,Madame El
821,Paindep
822,Marie Zoto
823,Fred Austère
824,Jorg Dy
825,Pol Bokuz
826,Mouss Bouff
828,Bandit de gras chemin
830,Feldz Paffe
831,Krazybwork
832,Bworkidais le paxifik
833,Bworknroll
834,Gobatchef
835,Raxitik
836,Gobiere Trokeur
837,Plastik Gobelait
838,Titi Gobelait
839,Pinta Gone
840,Bworkcelhaine
841,Mulou Grankrok
842,Bworkepik
843,Struk'toer Nhin
844,Chef Bworkestre
845,Gobriel
846,Jicé Aouaire
847,Arietta Fiole
848,Potan Nhin
849,Contremaître Ikul
850,Poss'Ybel Nhin
851,Bworkcine
852,Gobrose
853,Gobmichet
854,Capitaine des Kerubims
855,Disskray Nhin
856,Str'huit Nhin
857,Posteur Nhin 
858,Pipelette Nhin
859,Xelorat Masket
860,Milicien Kerubim
861,Milicien Kerubim
862,Milicien Kerubim
863,Paysan d'Incarnam
864,Gilles Caper
865,Galileo Maginifico
866,Semper Idefix
867,Tom Legeux
868,Evayée Doureve
869,Piou
870,Tenva Lakruche
871,Laura Thée
872,Grobid Le Vétéran Kerubim
873,Milicien Kerubim
874,Anta Brok
875,Amaché Ganymede
876,Atapé Ganymede
877,Arevnyr Ganymede
878,Aymé Tairnaile
879,Eek Mite
880,Ecraz Néhofite
881,Bûcheron d'Incarnam
882,Chasseur d'Incarnam
883,Pêcheur d'Incarnam
884,Zaulie Portklais
885,Matu Vuh
886,Ma'ster Donge
887,Marylork
888,Avaulé Ganymede 
889,Serveuse de Grobid
890,Habitué de la taverne
891,Lykhen Lesurviven
893,Conseiller Yse Vewybad
894,Seth Zérauséro
897,Intendant San Lavalss
899,Frost Hize
900,Al Blourrad
902,Noble de la cour
903,Dame de la cour
904,Prince d'Wa
906,Bob Lenald
907,Valet Deauj
911,Valet Lelisdanla
913,Garde Montay
914,Otomaï 
916,
923,Mali Key
925,Capitaine Kradoc
926,Professeur Fournesol
927,Chevalier Noir et Rose
928,Gardien du Pont de la Mort
929,Polka Merer
930,Docteur Nauh
931,Paulette Pain-bèche
932,Jean Nauh
933,Docteur Morose
934,Jeanne Morose
935,Spitte Fayeur
936,Flip Flap
937,Crocodaille Dandi
938,Kolibrie
939,Kito
940,Peggy la Porkass
941,Tina Montini
942,Capitaine Flams
943,Mulèze
944,Test Nyx [WIP]
945,Razbitume
946,Chachka
952,Vendeur de parchemins
954,Kroula
955,Hélène Meyer
956,Kimiya
957,Denis Brouillard
958,Classman
959,Craqueleur Poli Poli
962,Exoram
963,Xephirès
964,Tertofi Ablaru
965,Ekusoyk Ubnan
966,Xarthan
968,Chef des espions
969,Tacticien de Bonta
970,Puissant milicien bontarien
971,Norb
972,Nara
973,Commandant bontarien Kad
974,Milicien équipé 
975,Archère équipée
977,Turorte
978,Thanos
979,Espion blessé 
980,Agent de Brâkmar
981,Espion en fuite
982,Iop en cape brâkmarienne
983,Marquis
984,Sadida en cape bontarienne
1008,Ku'Tan[wip]
1010,Merlan l'Enchaîneur
1012,Kapi Taigne
1023,Ilyzaelle[wip]
1034,Bibiblop
1035,Ronan le Blagueur
1036,Ernesto Rouste
1037,Lina Vortald
1038,Suebur Dirgah
1041,Morrie Gane
1042,Raymond Santho
1043,Ãƒâ€šme de Terra Tibya
1045,Eni Hoube
1046,Terra Tibya
1047,Espionne Brâkmarienne
1048,Mac Ronald
1049,Terra Cogita
1050,Renégat bontarien
1051,Dépouille de renégat
1053,Vendeur de Dofus
1054,Boumawa
1055,
1076,Doro le Blak
1077,Assistante d'Otomaï 
1080,Trok
1088,Snori Nairb
1090,Pandalida
1091,Xélora Busai
1092,Sabine
1093,GeÃƒÂ´lier de Sabine
1094,Chef des voleurs
1095,Voleur de Brâkmar
1096,Nana moche qui rit
1097,Gardien du puits
1098,Ybur Effel
1099,Highlambert
1100,Riyou Tchevlakouk
1101,Chef du convoi
1102,Bwak de feu
1103,Lelievwe Pâle Pitane
1104,Sim le Soft
1105,Nek'Ro Nomikon
1106,Bandit des plaines
1108,Ecaline
1109,Kate Woumane
1110,Grimpill
1111,
1112,Garde de la tour
1113,Gueurle
1114,
1115,Trape
1116,Arlette Ba
1117,Néforun
1118,Dréna Nassema
1119,Eniripsa de Brâkmar
1120,Jibworknouille
1121,Thomas Sacre
1123,Poursuivant brâkmarien
1127,Emma Sacre
1128,Nibor Dépitré 
1129,Chef des renégats bontariens
1130,Garde déguisé 
1131,Voleur de Brâkmar
1133,Voleur de Brâkmar
1134,Voleur de Brâkmar
1135,La Gonflante
1140,Jissey Pandamme
1158,Vendeur de capes
1162,Pavu Papry
1163,Klik Klak
1165,Iturik
1166,Dikaprio
1216,Goultard
1217,Norach
1218,Goultard
1220,Vendeur Bricoleur d'Astrub
1221,Vendeur Fées d'artifice
1222,Maître Pifo
1223,Fée Risette
1224,Ali Macbeth
1225,Sel Dawa
1226,Pandale Douce
1227,Phil Arthur
1228,Baramine
1229,Laforay
1230,Bob l'Enutrof
1231,Garde Heury
1232,Félix Nowel
1233,Zezette Nowel
1234,Syn Jorge
1235,Dédé Toure Neman
1266,Léthaline Sigisbul [wip]
1269,Goultard
1270,Vendeur d'Amulettes
1271,Vendeur d'Anneaux
1272,Vendeur de Bottes
1273,Vendeur de Ceintures
1274,Vendeur d'Armes
1275,Tréfan Caza
1276,Tréfan Caza
1277,???
1278,Coffre en rubis
1279,Coffre en saphir
1280,Coffre en emeraude
1281,Coffre en ambre
1282,Force Ãƒâ€°trange
1283,Force Ãƒâ€°trange
1284,Chafer Maudit
1286,Vendeur de Boucliers
1435,Rudy Stribu
1452,Lainu Prof
1453,Gladiatroc
1454,Rouge Blard
1455,Timmy Leuphann
1456,
1458,Pancarte usée
2000,Bonjour
2005,
2007,
2009,
2011,
2012,
2013,
2014,
2017,
2026,
2027,
2028,
2029,
2030,
2032,
2033,
2034,
2035,
2042,
2043,
3000,
3001,
4000,Yo Sanglier
4001,
4002,
4003,
4004,
4005,
4006,
4007,
4008,
4009,
4010,
4011,
4012,
5000,Adonné Ganymede
7740,
7890,
8300,
8301,
9420,
9430,
9460,
10000,
10001,
10002,
10036,
11940,
14240,
16000,
17100,
17563,
20000,
20100,
20200,
30000,
36000,
65394,
79999,Leonzi Trool
94500,Test couleur
98632,
98633,
